City,Device.Category,Users,New.Users,Sessions,Bounce.Rate,Pages...Session,Avg..Session.Duration,Goal.Conversion.Rate,Goal.Completions,Goal.Value,Date
Chapel Hill,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Charlotte,desktop,1,1,1,0.00%,2,0:00:07,0.00%,0,$0.00 ,20180909
Clayton,desktop,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 ,20180909
Clayton,mobile,1,0,1,0.00%,7,0:16:53,0.00%,0,$0.00 ,20180909
Clayton,tablet,1,1,1,0.00%,2,0:00:08,0.00%,0,$0.00 ,20180909
Concord,desktop,1,1,1,0.00%,3,0:01:43,0.00%,0,$0.00 ,20180909
Cornelius,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Creedmoor,desktop,1,0,3,33.33%,3,0:07:37,0.00%,0,$0.00 ,20180909
Greensboro,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Henderson,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Hickory,mobile,1,0,1,0.00%,2,0:28:37,0.00%,0,$0.00 ,20180909
Jacksonville,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Mebane,desktop,1,0,1,0.00%,2,0:00:09,0.00%,0,$0.00 ,20180909
Mebane,mobile,1,0,1,0.00%,3,0:02:27,0.00%,0,$0.00 ,20180909
Mebane,tablet,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 ,20180909
Oxford,mobile,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Pittsboro,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Rocky Mount,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Rocky Mount,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Salisbury,tablet,1,1,1,0.00%,3,0:01:14,0.00%,0,$0.00 ,20180909
Timberlake,mobile,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Wake Forest,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Wake Forest,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Warrenton,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Wendell,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Winston-Salem,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Omaha,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Mount Vernon,desktop,1,1,1,0.00%,2,0:00:04,0.00%,0,$0.00 ,20180909
New York,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Newburgh,tablet,1,0,2,50.00%,1.5,0:00:11,0.00%,0,$0.00 ,20180909
Columbus,mobile,1,1,2,0.00%,3,0:03:14,0.00%,0,$0.00 ,20180909
Philadelphia,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Pittsburgh,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Providence,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Providence,mobile,1,1,1,0.00%,5,0:07:57,0.00%,0,$0.00 ,20180909
Andrews,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Blythewood,mobile,1,0,1,0.00%,2,0:01:03,0.00%,0,$0.00 ,20180909
Columbia,mobile,1,0,1,0.00%,3,0:00:38,0.00%,0,$0.00 ,20180909
Myrtle Beach,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Gainesville,desktop,1,0,1,0.00%,5,0:01:53,0.00%,0,$0.00 ,20180909
Hampton,mobile,1,0,2,50.00%,1.5,0:01:07,0.00%,0,$0.00 ,20180909
Norfolk,desktop,1,1,1,0.00%,4,0:01:47,0.00%,0,$0.00 ,20180909
Norfolk,tablet,1,0,1,0.00%,4,0:10:44,0.00%,0,$0.00 ,20180909
Virginia Beach,mobile,1,0,1,0.00%,2,0:07:45,0.00%,0,$0.00 ,20180909
Roodepoort,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Lusaka,mobile,1,0,2,0.00%,2.5,0:09:13,0.00%,0,$0.00 ,20180909
Friendly,tablet,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 ,20180909
Panthersville,mobile,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
Port Wentworth,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180909
West Springfield,mobile,1,0,1,0.00%,5,0:07:18,0.00%,0,$0.00 ,20180909
,,360,157,477,51.57%,2.16,0:03:11,0.00%,0,$0.00 ,20180909
Durham,mobile,146,85,203,51.23%,2.27,0:03:29,0.00%,0,$0.00 ,20180916
Durham,desktop,117,55,161,47.20%,1.99,0:02:16,0.00%,0,$0.00 ,20180916
Durham,tablet,72,35,96,50.00%,2.01,0:03:00,0.00%,0,$0.00 ,20180916
Charlotte,mobile,48,22,67,49.25%,2.51,0:06:46,0.00%,0,$0.00 ,20180916
Raleigh,mobile,34,14,47,48.94%,3.26,0:06:37,0.00%,0,$0.00 ,20180916
Atlanta,mobile,18,6,23,47.83%,1.96,0:06:39,0.00%,0,$0.00 ,20180916
Raleigh,tablet,15,8,16,68.75%,2.12,0:02:48,0.00%,0,$0.00 ,20180916
Franklin,mobile,9,6,9,44.44%,2.11,0:04:15,0.00%,0,$0.00 ,20180916
Wake Forest,mobile,8,7,8,75.00%,1.25,0:00:16,0.00%,0,$0.00 ,20180916
Cary,mobile,7,6,8,50.00%,1.5,0:00:05,0.00%,0,$0.00 ,20180916
Franklin,desktop,7,2,8,37.50%,1.88,0:04:56,0.00%,0,$0.00 ,20180916
Winston-Salem,mobile,7,5,9,33.33%,3.33,0:10:34,0.00%,0,$0.00 ,20180916
Franklin,tablet,6,2,10,30.00%,3.5,0:03:01,0.00%,0,$0.00 ,20180916
Raleigh,desktop,6,3,11,72.73%,1.73,0:01:59,0.00%,0,$0.00 ,20180916
Winston-Salem,tablet,5,4,7,42.86%,1.71,0:00:20,0.00%,0,$0.00 ,20180916
Cary,desktop,4,1,5,20.00%,2.8,0:03:44,0.00%,0,$0.00 ,20180916
Winston-Salem,desktop,4,0,5,40.00%,1.8,0:00:28,0.00%,0,$0.00 ,20180916
Washington,mobile,3,1,3,66.67%,1.33,0:04:08,0.00%,0,$0.00 ,20180916
Chapel Hill,tablet,3,2,4,25.00%,1.75,0:00:18,0.00%,0,$0.00 ,20180916
Charlotte,tablet,3,0,3,33.33%,1.67,0:03:46,0.00%,0,$0.00 ,20180916
Creedmoor,desktop,3,2,4,25.00%,3.5,0:04:21,0.00%,0,$0.00 ,20180916
Hillsborough,mobile,3,3,3,33.33%,1.67,0:00:06,0.00%,0,$0.00 ,20180916
Mebane,desktop,3,1,7,42.86%,1.57,0:00:06,0.00%,0,$0.00 ,20180916
Mebane,mobile,3,3,3,66.67%,1.67,0:02:49,0.00%,0,$0.00 ,20180916
Sylva,desktop,3,1,4,0.00%,2.25,0:03:33,0.00%,0,$0.00 ,20180916
Virginia Beach,mobile,3,2,6,66.67%,1.83,0:00:49,0.00%,0,$0.00 ,20180916
Seattle,mobile,3,1,3,33.33%,2,0:00:19,0.00%,0,$0.00 ,20180916
(not set),mobile,2,0,2,0.00%,3,0:03:26,0.00%,0,$0.00 ,20180916
Dania Beach,tablet,2,2,2,50.00%,1.5,0:00:05,0.00%,0,$0.00 ,20180916
Miami,mobile,2,2,2,50.00%,2.5,0:00:54,0.00%,0,$0.00 ,20180916
Atlanta,tablet,2,2,3,33.33%,2.33,0:04:33,0.00%,0,$0.00 ,20180916
Billerica,desktop,2,1,3,33.33%,2.67,0:01:03,0.00%,0,$0.00 ,20180916
Cashiers,desktop,2,0,3,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Chapel Hill,desktop,2,1,3,33.33%,1.67,0:00:05,0.00%,0,$0.00 ,20180916
Chapel Hill,mobile,2,0,2,50.00%,1.5,0:14:04,0.00%,0,$0.00 ,20180916
Clayton,tablet,2,1,2,0.00%,2,0:02:24,0.00%,0,$0.00 ,20180916
Creedmoor,tablet,2,1,2,0.00%,2,0:00:57,0.00%,0,$0.00 ,20180916
Greensboro,desktop,2,0,6,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Greensboro,mobile,2,1,2,50.00%,2,0:02:17,0.00%,0,$0.00 ,20180916
Greenville,mobile,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
High Point,desktop,2,2,4,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Mebane,tablet,2,1,3,33.33%,1.67,0:01:17,0.00%,0,$0.00 ,20180916
Wake Forest,desktop,2,1,2,0.00%,2,0:05:46,0.00%,0,$0.00 ,20180916
Philadelphia,desktop,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Iwakuni,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Huntsville,mobile,1,0,1,0.00%,2,0:03:23,0.00%,0,$0.00 ,20180916
Montgomery,mobile,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 ,20180916
New Haven,tablet,1,1,1,0.00%,2,0:00:11,0.00%,0,$0.00 ,20180916
Clayton,desktop,1,0,1,0.00%,4,0:03:31,0.00%,0,$0.00 ,20180916
Clayton,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Dania Beach,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Hollywood,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Orlando,mobile,1,0,2,0.00%,2,0:03:10,0.00%,0,$0.00 ,20180916
Pompano Beach,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Tallahassee,mobile,1,1,1,0.00%,2,0:14:38,0.00%,0,$0.00 ,20180916
Atlanta,desktop,1,0,1,0.00%,4,0:06:51,0.00%,0,$0.00 ,20180916
Kennesaw,desktop,1,0,2,0.00%,3,0:14:22,0.00%,0,$0.00 ,20180916
Marietta,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Overland Park,desktop,1,0,2,50.00%,1.5,0:00:31,0.00%,0,$0.00 ,20180916
Springfield,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Hyattsville,desktop,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 ,20180916
Kansas City,desktop,1,1,1,0.00%,2,0:01:13,0.00%,0,$0.00 ,20180916
Black Mountain,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Cary,tablet,1,0,1,0.00%,2,0:00:10,0.00%,0,$0.00 ,20180916
Charlotte,desktop,1,0,1,0.00%,2,0:00:33,0.00%,0,$0.00 ,20180916
Cherokee,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Clayton,mobile,1,0,2,0.00%,3.5,0:06:14,0.00%,0,$0.00 ,20180916
Concord,mobile,1,1,1,0.00%,2,0:00:14,0.00%,0,$0.00 ,20180916
Eden,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Fayetteville,mobile,1,0,1,0.00%,2,0:02:14,0.00%,0,$0.00 ,20180916
Fort Bragg,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Goldsboro,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Graham,mobile,1,0,2,50.00%,3,0:02:40,0.00%,0,$0.00 ,20180916
Hayesville,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Henderson,mobile,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Henderson,tablet,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Hickory,desktop,1,1,1,0.00%,4,0:02:47,0.00%,0,$0.00 ,20180916
High Point,tablet,1,0,2,50.00%,1.5,0:00:45,0.00%,0,$0.00 ,20180916
Hillsborough,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Hillsborough,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Kernersville,tablet,1,1,1,0.00%,2,0:00:23,0.00%,0,$0.00 ,20180916
Knightdale,desktop,1,0,1,0.00%,2,0:00:15,0.00%,0,$0.00 ,20180916
Knightdale,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Mars Hill,desktop,1,0,6,33.33%,2.5,0:02:42,0.00%,0,$0.00 ,20180916
Morrisville,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Oxford,mobile,1,0,1,0.00%,2,0:00:09,0.00%,0,$0.00 ,20180916
Pinetown,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Robbinsville,mobile,1,1,3,66.67%,1.67,0:01:49,0.00%,0,$0.00 ,20180916
Roxboro,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Roxboro,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Swansboro,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Sylva,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Wake Forest,tablet,1,0,1,0.00%,2,0:01:45,0.00%,0,$0.00 ,20180916
Welcome,mobile,1,1,3,33.33%,3,0:01:16,0.00%,0,$0.00 ,20180916
Wendell,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Williamston,desktop,1,1,1,0.00%,2,0:13:27,0.00%,0,$0.00 ,20180916
Zebulon,desktop,1,1,1,0.00%,3,0:04:13,0.00%,0,$0.00 ,20180916
Geneseo,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
New York,mobile,1,0,1,0.00%,2,0:02:57,0.00%,0,$0.00 ,20180916
New York,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Newburgh,tablet,1,0,2,50.00%,2,0:01:55,0.00%,0,$0.00 ,20180916
Poughkeepsie,mobile,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Cincinnati,tablet,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 ,20180916
Greensburg,desktop,1,0,1,0.00%,4,0:01:23,0.00%,0,$0.00 ,20180916
Greensburg,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Pittsburgh,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Andrews,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Bennettsville,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Blythewood,mobile,1,0,3,66.67%,1.33,0:00:24,0.00%,0,$0.00 ,20180916
Blythewood,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Charleston,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Columbia,desktop,1,1,1,0.00%,7,0:22:45,0.00%,0,$0.00 ,20180916
Columbia,mobile,1,0,2,0.00%,3,0:04:38,0.00%,0,$0.00 ,20180916
Conway,desktop,1,0,1,0.00%,2,0:01:39,0.00%,0,$0.00 ,20180916
Myrtle Beach,mobile,1,0,1,0.00%,2,0:00:27,0.00%,0,$0.00 ,20180916
Carrollton,mobile,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 ,20180916
Dallas,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Fort Worth,tablet,1,1,2,50.00%,1.5,0:03:31,0.00%,0,$0.00 ,20180916
Houston,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Texarkana,mobile,1,1,1,0.00%,2,0:00:32,0.00%,0,$0.00 ,20180916
Blacksburg,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Charlottesville,desktop,1,0,1,0.00%,3,0:29:53,0.00%,0,$0.00 ,20180916
Danville,mobile,1,1,2,0.00%,2,0:02:21,0.00%,0,$0.00 ,20180916
Gloucester County,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Newport News,mobile,1,0,1,0.00%,3,0:21:51,0.00%,0,$0.00 ,20180916
Norfolk,mobile,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 ,20180916
Richmond,mobile,1,1,1,0.00%,2,0:00:29,0.00%,0,$0.00 ,20180916
Antigo,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Wautoma,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Camp Springs,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Friendly,tablet,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 ,20180916
North Druid Hills,mobile,1,1,1,0.00%,2,0:00:01,0.00%,0,$0.00 ,20180916
Spokane Valley,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180916
Saint Charles,tablet,1,0,1,0.00%,2,0:00:16,0.00%,0,$0.00 ,20180916
,,667,331,892,49.44%,2.14,0:03:20,0.00%,0,$0.00 ,20180916
Durham,mobile,82,34,113,44.25%,2.68,0:05:18,0.00%,0,$0.00 ,20180923
Durham,desktop,61,26,86,43.02%,2.33,0:04:06,0.00%,0,$0.00 ,20180923
Charlotte,mobile,39,17,64,46.88%,2.27,0:03:18,0.00%,0,$0.00 ,20180923
Durham,tablet,36,10,48,50.00%,2.42,0:03:41,0.00%,0,$0.00 ,20180923
Raleigh,mobile,18,7,21,76.19%,1.71,0:01:12,0.00%,0,$0.00 ,20180923
Atlanta,mobile,8,3,11,63.64%,2.36,0:08:11,0.00%,0,$0.00 ,20180923
Franklin,mobile,7,5,10,50.00%,3.2,0:04:10,0.00%,0,$0.00 ,20180923
Cary,mobile,6,3,7,14.29%,5,0:04:51,0.00%,0,$0.00 ,20180923
Franklin,desktop,6,3,8,50.00%,1.88,0:03:15,0.00%,0,$0.00 ,20180923
Washington,mobile,4,2,4,25.00%,6.5,0:02:03,0.00%,0,$0.00 ,20180923
Cary,desktop,4,0,4,50.00%,3,0:11:53,0.00%,0,$0.00 ,20180923
Mebane,mobile,4,3,5,60.00%,1.4,0:00:05,0.00%,0,$0.00 ,20180923
Raleigh,tablet,4,0,4,50.00%,2,0:07:55,0.00%,0,$0.00 ,20180923
Norfolk,mobile,4,3,4,25.00%,1.75,0:00:05,0.00%,0,$0.00 ,20180923
Charlotte,tablet,3,1,4,50.00%,2.25,0:09:06,0.00%,0,$0.00 ,20180923
Greensboro,mobile,3,2,4,25.00%,2.25,0:05:44,0.00%,0,$0.00 ,20180923
Hillsborough,desktop,3,3,5,60.00%,1.4,0:03:03,0.00%,0,$0.00 ,20180923
Mebane,desktop,3,2,6,16.67%,3,0:04:19,0.00%,0,$0.00 ,20180923
Raleigh,desktop,3,0,4,75.00%,1.25,0:00:01,0.00%,0,$0.00 ,20180923
Mount Laurel,mobile,3,2,9,44.44%,3.89,0:05:08,0.00%,0,$0.00 ,20180923
Fairport,mobile,3,3,4,75.00%,1.5,0:00:10,0.00%,0,$0.00 ,20180923
Virginia Beach,mobile,3,0,5,40.00%,2.4,0:07:37,0.00%,0,$0.00 ,20180923
Seattle,mobile,3,0,3,66.67%,1.33,0:00:38,0.00%,0,$0.00 ,20180923
Washington,desktop,2,1,2,50.00%,1.5,0:00:05,0.00%,0,$0.00 ,20180923
Miami,mobile,2,1,2,50.00%,2,0:12:24,0.00%,0,$0.00 ,20180923
Cary,tablet,2,1,3,0.00%,2.33,0:06:05,0.00%,0,$0.00 ,20180923
Charlotte,desktop,2,0,2,0.00%,2,0:12:00,0.00%,0,$0.00 ,20180923
Creedmoor,tablet,2,1,3,33.33%,3,0:09:44,0.00%,0,$0.00 ,20180923
Greensboro,desktop,2,1,2,50.00%,2,0:16:03,0.00%,0,$0.00 ,20180923
Henderson,desktop,2,0,2,50.00%,3.5,0:00:56,0.00%,0,$0.00 ,20180923
Hillsborough,tablet,2,1,2,0.00%,3.5,0:00:35,0.00%,0,$0.00 ,20180923
Sylva,desktop,2,1,4,25.00%,3.25,0:03:03,0.00%,0,$0.00 ,20180923
Sylva,mobile,2,0,2,0.00%,3,0:00:57,0.00%,0,$0.00 ,20180923
Wake Forest,tablet,2,0,2,50.00%,1.5,0:00:05,0.00%,0,$0.00 ,20180923
Harrison,desktop,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
New York,mobile,2,0,5,40.00%,2.6,0:01:52,0.00%,0,$0.00 ,20180923
New York,tablet,2,1,6,66.67%,1.83,0:00:41,0.00%,0,$0.00 ,20180923
(not set),desktop,1,0,1,0.00%,3,0:22:09,0.00%,0,$0.00 ,20180923
(not set),mobile,1,1,2,0.00%,2.5,0:10:58,0.00%,0,$0.00 ,20180923
Surprise,tablet,1,1,1,0.00%,6,0:02:58,0.00%,0,$0.00 ,20180923
San Diego,mobile,1,0,1,0.00%,3,0:14:58,0.00%,0,$0.00 ,20180923
Washington,tablet,1,0,1,0.00%,2,0:00:12,0.00%,0,$0.00 ,20180923
Merritt Island,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Panama City,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Winter Haven,tablet,1,1,2,0.00%,3.5,0:02:29,0.00%,0,$0.00 ,20180923
Kennesaw,desktop,1,0,3,0.00%,4.33,0:23:53,0.00%,0,$0.00 ,20180923
Smyrna,mobile,1,1,1,0.00%,3,0:00:38,0.00%,0,$0.00 ,20180923
Chicago,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
West Lafayette,tablet,1,1,1,0.00%,2,0:00:59,0.00%,0,$0.00 ,20180923
Hyattsville,desktop,1,0,1,0.00%,4,0:00:39,0.00%,0,$0.00 ,20180923
Branson,mobile,1,1,6,66.67%,2.5,0:01:59,0.00%,0,$0.00 ,20180923
Kansas City,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
St. Louis,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Boone,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Burlington,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Cashiers,desktop,1,0,4,25.00%,3.25,0:09:15,0.00%,0,$0.00 ,20180923
Chapel Hill,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Chapel Hill,mobile,1,1,3,66.67%,2.33,0:02:47,0.00%,0,$0.00 ,20180923
Cherokee,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Creedmoor,desktop,1,0,1,0.00%,2,0:00:19,0.00%,0,$0.00 ,20180923
Creedmoor,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Franklin,tablet,1,1,1,0.00%,2,0:03:55,0.00%,0,$0.00 ,20180923
Graham,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Greenville,desktop,1,1,1,0.00%,2,0:00:10,0.00%,0,$0.00 ,20180923
Greenville,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Jacksonville,tablet,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 ,20180923
Kernersville,mobile,1,1,1,0.00%,2,0:02:39,0.00%,0,$0.00 ,20180923
Kill Devil Hills,mobile,1,0,1,0.00%,5,0:27:00,0.00%,0,$0.00 ,20180923
Knightdale,desktop,1,0,1,0.00%,4,0:30:11,0.00%,0,$0.00 ,20180923
Mars Hill,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Mebane,tablet,1,0,1,0.00%,3,0:01:53,0.00%,0,$0.00 ,20180923
Ocean Isle Beach,mobile,1,0,1,0.00%,3,0:08:41,0.00%,0,$0.00 ,20180923
Oxford,mobile,1,0,2,50.00%,1.5,0:00:16,0.00%,0,$0.00 ,20180923
Williamston,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Williamston,mobile,1,0,1,0.00%,3,0:18:02,0.00%,0,$0.00 ,20180923
Wilmington,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Winston-Salem,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Winston-Salem,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
New York,desktop,1,1,2,50.00%,1.5,0:00:05,0.00%,0,$0.00 ,20180923
Newburgh,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Cincinnati,tablet,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 ,20180923
Oklahoma City,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Ligonier,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Mountville,tablet,1,1,1,0.00%,2,0:00:05,0.00%,0,$0.00 ,20180923
Philadelphia,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Philadelphia,mobile,1,1,1,0.00%,3,0:06:12,0.00%,0,$0.00 ,20180923
