City,Device.Category,Users,New.Users,Sessions,Bounce.Rate,Pages...Session,Avg..Session.Duration,Goal.Conversion.Rate,Goal.Completions,Goal.Value,Date
Pittsburgh,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Conway,desktop,1,0,1,0.00%,2,0:02:48,0.00%,0,$0.00 ,20180923
Clarksville,mobile,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Gatlinburg,tablet,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Nashville,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Austin,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Carrollton,mobile,1,0,1,0.00%,9,0:17:37,0.00%,0,$0.00 ,20180923
Dallas,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Blacksburg,tablet,1,0,2,50.00%,1.5,0:04:34,0.00%,0,$0.00 ,20180923
Gloucester County,mobile,1,0,2,50.00%,2,0:05:29,0.00%,0,$0.00 ,20180923
Norfolk,tablet,1,1,1,0.00%,2,0:00:03,0.00%,0,$0.00 ,20180923
Friendly,tablet,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 ,20180923
North Druid Hills,desktop,1,0,1,0.00%,2,0:00:05,0.00%,0,$0.00 ,20180923
Okaloosa Island,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180923
Panthersville,mobile,1,1,2,0.00%,3.5,0:01:52,0.00%,0,$0.00 ,20180923
Tysons,mobile,1,1,2,50.00%,2.5,0:03:33,0.00%,0,$0.00 ,20180923
,,403,167,559,46.69%,2.43,0:04:11,0.00%,0,$0.00 ,20180923
Durham,desktop,76,31,89,40.45%,2.31,0:03:14,0.00%,0,$0.00 ,20180930
Durham,mobile,63,24,87,40.23%,2.59,0:05:14,0.00%,0,$0.00 ,20180930
Charlotte,mobile,41,17,51,45.10%,2.25,0:04:15,0.00%,0,$0.00 ,20180930
Durham,tablet,41,15,51,45.10%,2.73,0:05:37,0.00%,0,$0.00 ,20180930
Raleigh,mobile,16,8,22,68.18%,1.41,0:01:32,0.00%,0,$0.00 ,20180930
Atlanta,mobile,14,10,19,47.37%,2.63,0:04:26,0.00%,0,$0.00 ,20180930
Raleigh,desktop,10,3,18,55.56%,1.5,0:01:12,0.00%,0,$0.00 ,20180930
Franklin,mobile,8,5,11,63.64%,1.55,0:00:21,0.00%,0,$0.00 ,20180930
Raleigh,tablet,7,3,7,42.86%,1.71,0:03:22,0.00%,0,$0.00 ,20180930
Winston-Salem,mobile,5,4,9,66.67%,2.22,0:03:01,0.00%,0,$0.00 ,20180930
Cary,desktop,4,0,4,75.00%,2.25,0:00:35,0.00%,0,$0.00 ,20180930
Chapel Hill,desktop,4,2,9,44.44%,1.56,0:00:26,0.00%,0,$0.00 ,20180930
Franklin,desktop,4,2,4,50.00%,1.5,0:00:11,0.00%,0,$0.00 ,20180930
Greensboro,desktop,4,3,4,50.00%,2,0:00:35,0.00%,0,$0.00 ,20180930
Mebane,mobile,4,3,6,33.33%,2.83,0:09:01,0.00%,0,$0.00 ,20180930
New York,mobile,4,1,8,62.50%,3.88,0:09:41,0.00%,0,$0.00 ,20180930
Miami,mobile,3,1,3,66.67%,2.33,0:01:46,0.00%,0,$0.00 ,20180930
Atlanta,desktop,3,1,3,0.00%,4,0:05:31,0.00%,0,$0.00 ,20180930
Franklin,tablet,3,0,5,40.00%,2.6,0:05:08,0.00%,0,$0.00 ,20180930
Smithfield,mobile,3,2,6,50.00%,3,0:04:50,0.00%,0,$0.00 ,20180930
Winston-Salem,desktop,3,1,3,66.67%,1.33,0:00:25,0.00%,0,$0.00 ,20180930
Orlando,mobile,2,2,2,50.00%,5,0:02:05,0.00%,0,$0.00 ,20180930
Cary,mobile,2,1,2,50.00%,4.5,0:41:20,0.00%,0,$0.00 ,20180930
Chapel Hill,mobile,2,2,2,0.00%,2,0:01:29,0.00%,0,$0.00 ,20180930
Charlotte,tablet,2,0,3,66.67%,1.67,0:00:52,0.00%,0,$0.00 ,20180930
Fayetteville,mobile,2,2,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 ,20180930
Greensboro,mobile,2,1,4,0.00%,3,0:04:47,0.00%,0,$0.00 ,20180930
High Point,tablet,2,0,3,33.33%,2.33,0:09:42,0.00%,0,$0.00 ,20180930
Mebane,desktop,2,1,3,0.00%,2.67,0:02:43,0.00%,0,$0.00 ,20180930
Seattle,mobile,2,0,3,33.33%,2.33,0:02:50,0.00%,0,$0.00 ,20180930
(not set),mobile,1,0,1,0.00%,2,0:25:08,0.00%,0,$0.00 ,20180930
Washington,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Clayton,tablet,1,0,4,75.00%,1.25,0:00:10,0.00%,0,$0.00 ,20180930
Destin,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Tallahassee,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Kennesaw,desktop,1,0,3,0.00%,2,0:00:06,0.00%,0,$0.00 ,20180930
Chicago,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Hyattsville,desktop,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 ,20180930
Suitland-Silver Hill,mobile,1,1,2,50.00%,2.5,0:08:58,0.00%,0,$0.00 ,20180930
Apex,desktop,1,1,1,0.00%,3,0:01:25,0.00%,0,$0.00 ,20180930
Apex,tablet,1,1,1,0.00%,2,0:00:05,0.00%,0,$0.00 ,20180930
Black Mountain,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Burlington,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Cary,tablet,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 ,20180930
Cashiers,desktop,1,0,4,75.00%,1.5,0:00:10,0.00%,0,$0.00 ,20180930
Concord,mobile,1,0,2,0.00%,4,0:05:18,0.00%,0,$0.00 ,20180930
Cornelius,mobile,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Creedmoor,desktop,1,0,1,0.00%,2,0:00:11,0.00%,0,$0.00 ,20180930
Fayetteville,desktop,1,0,1,0.00%,2,0:00:10,0.00%,0,$0.00 ,20180930
Greenville,desktop,1,1,2,50.00%,1.5,0:13:43,0.00%,0,$0.00 ,20180930
Greenville,mobile,1,1,1,0.00%,2,0:01:15,0.00%,0,$0.00 ,20180930
Henderson,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Henderson,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Hillsborough,desktop,1,0,1,0.00%,2,0:00:15,0.00%,0,$0.00 ,20180930
Hillsborough,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Knightdale,desktop,1,0,1,0.00%,2,0:00:09,0.00%,0,$0.00 ,20180930
Knightdale,mobile,1,1,1,0.00%,3,0:00:33,0.00%,0,$0.00 ,20180930
Laurinburg,mobile,1,1,1,0.00%,2,0:03:55,0.00%,0,$0.00 ,20180930
Morrisville,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Ocean Isle Beach,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Oxford,mobile,1,0,2,0.00%,2,0:00:06,0.00%,0,$0.00 ,20180930
Pittsboro,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Rocky Mount,mobile,1,1,2,50.00%,2.5,0:04:59,0.00%,0,$0.00 ,20180930
Roxboro,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Smithfield,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Spring Hope,mobile,1,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Sylva,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Sylva,mobile,1,0,1,0.00%,2,0:01:02,0.00%,0,$0.00 ,20180930
Wake Forest,tablet,1,0,3,33.33%,2,0:01:11,0.00%,0,$0.00 ,20180930
Whiteville,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Whittier,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Williamston,desktop,1,0,1,0.00%,2,0:11:29,0.00%,0,$0.00 ,20180930
Wilmington,desktop,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 ,20180930
Winston-Salem,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Harrison,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
New York,tablet,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Newburgh,tablet,1,0,2,50.00%,2.5,0:10:07,0.00%,0,$0.00 ,20180930
Sound Beach,mobile,1,1,1,0.00%,3,0:01:49,0.00%,0,$0.00 ,20180930
Cincinnati,tablet,1,0,1,0.00%,3,0:01:55,0.00%,0,$0.00 ,20180930
Philadelphia,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Andrews,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Blythewood,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Conway,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Mount Pleasant,tablet,1,1,1,0.00%,5,0:34:58,0.00%,0,$0.00 ,20180930
North Charleston,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Austin,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Austin,mobile,1,1,2,0.00%,3,0:06:10,0.00%,0,$0.00 ,20180930
Dallas,mobile,1,0,1,0.00%,2,0:07:00,0.00%,0,$0.00 ,20180930
Houston,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Plano,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Chester,mobile,1,1,1,0.00%,5,0:06:28,0.00%,0,$0.00 ,20180930
Norfolk,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Norfolk,tablet,1,0,3,66.67%,1.33,0:00:01,0.00%,0,$0.00 ,20180930
Virginia Beach,mobile,1,1,1,0.00%,2,0:14:21,0.00%,0,$0.00 ,20180930
Huntington,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Fearrington,mobile,1,0,1,0.00%,4,0:05:09,0.00%,0,$0.00 ,20180930
Fearrington,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Friendly,tablet,1,0,1,0.00%,2,0:00:22,0.00%,0,$0.00 ,20180930
North Druid Hills,mobile,1,0,1,0.00%,3,0:01:18,0.00%,0,$0.00 ,20180930
Panthersville,mobile,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
Woodfin,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20180930
,,409,169,541,47.50%,2.24,0:03:46,0.00%,0,$0.00 ,20180930
Durham,mobile,68,28,91,39.56%,2.63,0:06:09,0.00%,0,$0.00 ,20181007
Durham,desktop,61,22,79,58.23%,1.78,0:01:16,0.00%,0,$0.00 ,20181007
Charlotte,mobile,36,15,46,52.17%,2.04,0:03:34,0.00%,0,$0.00 ,20181007
Durham,tablet,28,9,41,60.98%,1.66,0:02:09,0.00%,0,$0.00 ,20181007
Atlanta,mobile,13,8,14,57.14%,2.71,0:07:30,0.00%,0,$0.00 ,20181007
Mebane,mobile,9,7,12,75.00%,1.33,0:02:05,0.00%,0,$0.00 ,20181007
Raleigh,mobile,8,4,11,63.64%,1.82,0:02:25,0.00%,0,$0.00 ,20181007
Franklin,mobile,7,4,7,57.14%,1.43,0:00:14,0.00%,0,$0.00 ,20181007
Raleigh,desktop,7,2,12,41.67%,2.08,0:05:00,0.00%,0,$0.00 ,20181007
Chapel Hill,mobile,4,3,7,71.43%,1.57,0:04:43,0.00%,0,$0.00 ,20181007
Franklin,desktop,4,0,7,14.29%,3,0:07:23,0.00%,0,$0.00 ,20181007
Franklin,tablet,4,0,6,33.33%,2,0:02:52,0.00%,0,$0.00 ,20181007
Charlotte,tablet,3,1,4,25.00%,2.75,0:02:29,0.00%,0,$0.00 ,20181007
Raleigh,tablet,3,2,7,71.43%,1.57,0:00:44,0.00%,0,$0.00 ,20181007
Wake Forest,tablet,3,1,4,50.00%,3.25,0:07:36,0.00%,0,$0.00 ,20181007
Norfolk,mobile,3,0,5,40.00%,4.2,0:05:33,0.00%,0,$0.00 ,20181007
Birmingham,mobile,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Washington,mobile,2,1,2,50.00%,3.5,0:04:56,0.00%,0,$0.00 ,20181007
Cary,desktop,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Chapel Hill,tablet,2,1,2,0.00%,4.5,0:02:32,0.00%,0,$0.00 ,20181007
Creedmoor,desktop,2,0,6,0.00%,4.83,0:05:30,0.00%,0,$0.00 ,20181007
Garner,mobile,2,1,4,75.00%,1.25,0:03:37,0.00%,0,$0.00 ,20181007
Henderson,mobile,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Mebane,desktop,2,1,2,0.00%,3,0:00:57,0.00%,0,$0.00 ,20181007
Myrtle Beach,mobile,2,1,3,66.67%,2,0:03:00,0.00%,0,$0.00 ,20181007
Dallas,mobile,2,1,2,0.00%,6,0:07:31,0.00%,0,$0.00 ,20181007
Virginia Beach,mobile,2,0,2,0.00%,11,0:09:14,0.00%,0,$0.00 ,20181007
Saint-Brieuc,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Corona,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Los Angeles,mobile,1,1,2,50.00%,3,0:14:36,0.00%,0,$0.00 ,20181007
San Francisco,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Clayton,desktop,1,0,1,0.00%,3,0:13:07,0.00%,0,$0.00 ,20181007
Merritt Island,desktop,1,0,2,0.00%,2,0:00:32,0.00%,0,$0.00 ,20181007
Orlando,mobile,1,0,1,0.00%,13,0:08:58,0.00%,0,$0.00 ,20181007
Perry,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Atlanta,tablet,1,1,1,0.00%,4,0:04:59,0.00%,0,$0.00 ,20181007
Columbus,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Duluth,mobile,1,1,1,0.00%,2,0:00:02,0.00%,0,$0.00 ,20181007
Marietta,desktop,1,0,2,0.00%,3,0:00:40,0.00%,0,$0.00 ,20181007
Riverdale,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Smyrna,mobile,1,0,1,0.00%,7,0:02:49,0.00%,0,$0.00 ,20181007
Chicago,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Chicago,mobile,1,0,2,0.00%,5.5,0:01:21,0.00%,0,$0.00 ,20181007
Louisville,tablet,1,1,1,0.00%,2,0:00:24,0.00%,0,$0.00 ,20181007
Bowie,mobile,1,1,2,50.00%,2,0:03:26,0.00%,0,$0.00 ,20181007
Belhaven,desktop,1,1,1,0.00%,2,0:06:21,0.00%,0,$0.00 ,20181007
Carrboro,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Cary,mobile,1,1,1,0.00%,2,0:00:10,0.00%,0,$0.00 ,20181007
Cashiers,desktop,1,0,2,50.00%,1.5,0:11:12,0.00%,0,$0.00 ,20181007
Charlotte,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Cullowhee,desktop,1,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Eden,mobile,1,1,1,0.00%,4,0:12:52,0.00%,0,$0.00 ,20181007
Fayetteville,mobile,1,0,1,0.00%,6,0:35:24,0.00%,0,$0.00 ,20181007
Gatesville,desktop,1,0,1,0.00%,2,0:00:13,0.00%,0,$0.00 ,20181007
Greensboro,mobile,1,1,1,0.00%,4,0:00:15,0.00%,0,$0.00 ,20181007
Hillsborough,desktop,1,1,2,50.00%,1.5,0:04:41,0.00%,0,$0.00 ,20181007
Hillsborough,mobile,1,0,1,0.00%,5,0:03:04,0.00%,0,$0.00 ,20181007
Jacksonville,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Knightdale,desktop,1,0,1,0.00%,2,0:00:10,0.00%,0,$0.00 ,20181007
Knightdale,mobile,1,1,2,50.00%,3.5,0:05:32,0.00%,0,$0.00 ,20181007
Mebane,tablet,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Murphy,mobile,1,0,2,50.00%,1.5,0:00:18,0.00%,0,$0.00 ,20181007
Oxford,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Oxford,mobile,1,0,1,0.00%,2,0:00:07,0.00%,0,$0.00 ,20181007
Reidsville,mobile,1,1,2,0.00%,2,0:00:06,0.00%,0,$0.00 ,20181007
Roanoke Rapids,mobile,1,1,1,0.00%,2,0:00:16,0.00%,0,$0.00 ,20181007
Smithfield,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Swannanoa,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Sylva,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Sylva,mobile,1,0,3,33.33%,3.67,0:11:27,0.00%,0,$0.00 ,20181007
Wendell,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Whiteville,mobile,1,0,1,0.00%,3,0:04:04,0.00%,0,$0.00 ,20181007
Williamston,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Wilmington,desktop,1,0,2,50.00%,2,0:08:05,0.00%,0,$0.00 ,20181007
Wilmington,mobile,1,1,1,0.00%,14,0:36:23,0.00%,0,$0.00 ,20181007
East Orange,mobile,1,1,2,50.00%,4.5,0:05:44,0.00%,0,$0.00 ,20181007
Newark,mobile,1,1,1,0.00%,2,0:05:55,0.00%,0,$0.00 ,20181007
Newburgh,tablet,1,0,2,50.00%,1.5,0:00:05,0.00%,0,$0.00 ,20181007
Blue Bell,desktop,1,0,1,0.00%,2,0:00:06,0.00%,0,$0.00 ,20181007
Monessen,tablet,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Philadelphia,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Pittsburgh,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Andrews,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
Blythewood,mobile,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181007
North Myrtle Beach,mobile,1,0,2,50.00%,4,0:03:39,0.00%,0,$0.00 ,20181007
Knoxville,tablet,1,1,2,0.00%,2.5,0:09:19,0.00%,0,$0.00 ,20181007
Annandale,desktop,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 ,20181007
Blacksburg,tablet,1,1,1,0.00%,2,0:00:04,0.00%,0,$0.00 ,20181007
Charlottesville,desktop,1,0,1,0.00%,2,0:00:27,0.00%,0,$0.00 ,20181007
Glen Allen,mobile,1,1,1,0.00%,10,0:10:12,0.00%,0,$0.00 ,20181007
Norfolk,tablet,1,0,2,50.00%,2.5,0:08:17,0.00%,0,$0.00 ,20181007
Virginia Beach,tablet,1,0,1,0.00%,2,0:00:04,0.00%,0,$0.00 ,20181007
Redmond,mobile,1,1,1,0.00%,7,0:09:19,0.00%,0,$0.00 ,20181007
Candler-McAfee,mobile,1,0,2,50.00%,2,0:01:17,0.00%,0,$0.00 ,20181007
Dock Junction,mobile,1,1,2,50.00%,10.5,0:04:53,0.00%,0,$0.00 ,20181007
Friendly,tablet,1,0,1,0.00%,2,0:00:11,0.00%,0,$0.00 ,20181007
North Druid Hills,desktop,1,0,2,0.00%,18,0:30:12,0.00%,0,$0.00 ,20181007
North Druid Hills,mobile,1,0,1,0.00%,2,0:00:02,0.00%,0,$0.00 ,20181007
Socastee,tablet,1,1,1,0.00%,2,0:09:07,0.00%,0,$0.00 ,20181007
Saint Charles,mobile,1,1,1,0.00%,2,0:00:14,0.00%,0,$0.00 ,20181007
,,356,145,477,48.64%,2.41,0:03:51,0.00%,0,$0.00 ,20181007
Durham,mobile,88,36,115,50.43%,2.42,0:04:15,0.00%,0,$0.00 ,20181014
Durham,desktop,68,24,78,53.85%,1.79,0:01:50,0.00%,0,$0.00 ,20181014
Durham,tablet,41,24,60,41.67%,2.52,0:03:56,0.00%,0,$0.00 ,20181014
Charlotte,mobile,37,15,49,57.14%,2.08,0:03:21,0.00%,0,$0.00 ,20181014
Raleigh,mobile,15,9,25,52.00%,2.2,0:06:02,0.00%,0,$0.00 ,20181014
Atlanta,mobile,11,8,13,30.77%,2.31,0:03:56,0.00%,0,$0.00 ,20181014
Raleigh,desktop,9,3,14,64.29%,1.57,0:02:33,0.00%,0,$0.00 ,20181014
Franklin,mobile,8,5,10,60.00%,1.5,0:00:41,0.00%,0,$0.00 ,20181014
Cary,mobile,6,3,10,20.00%,4.7,0:07:10,0.00%,0,$0.00 ,20181014
Chapel Hill,desktop,6,1,7,28.57%,1.71,0:00:15,0.00%,0,$0.00 ,20181014
Birmingham,mobile,5,1,7,57.14%,2,0:01:27,0.00%,0,$0.00 ,20181014
Cary,desktop,5,3,5,80.00%,1.2,0:00:47,0.00%,0,$0.00 ,20181014
Chapel Hill,mobile,4,1,4,75.00%,1.5,0:06:33,0.00%,0,$0.00 ,20181014
Franklin,desktop,4,1,5,40.00%,2.4,0:09:31,0.00%,0,$0.00 ,20181014
Washington,mobile,3,1,5,60.00%,1.6,0:00:21,0.00%,0,$0.00 ,20181014
Charlotte,tablet,3,3,4,75.00%,1.25,0:00:13,0.00%,0,$0.00 ,20181014
Creedmoor,tablet,3,0,3,33.33%,2.67,0:11:04,0.00%,0,$0.00 ,20181014
Franklin,tablet,3,1,3,66.67%,1.33,0:01:14,0.00%,0,$0.00 ,20181014
Greensboro,mobile,3,2,3,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181014
Raleigh,tablet,3,1,3,33.33%,1.67,0:01:05,0.00%,0,$0.00 ,20181014
Wake Forest,tablet,3,0,5,40.00%,2.4,0:05:51,0.00%,0,$0.00 ,20181014
Winston-Salem,desktop,3,1,3,66.67%,1.33,0:02:05,0.00%,0,$0.00 ,20181014
New York,mobile,3,1,3,33.33%,2,0:01:02,0.00%,0,$0.00 ,20181014
Washington,tablet,2,1,2,0.00%,2,0:16:29,0.00%,0,$0.00 ,20181014
Chicago,mobile,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181014
Clayton,mobile,2,1,3,66.67%,1.33,0:00:02,0.00%,0,$0.00 ,20181014
Creedmoor,desktop,2,1,2,50.00%,1.5,0:00:05,0.00%,0,$0.00 ,20181014
Creedmoor,mobile,2,0,4,25.00%,2,0:01:47,0.00%,0,$0.00 ,20181014
Fayetteville,mobile,2,1,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181014
High Point,tablet,2,0,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 ,20181014
Mebane,desktop,2,0,2,0.00%,2.5,0:00:16,0.00%,0,$0.00 ,20181014
Mebane,tablet,2,0,2,50.00%,1.5,0:00:02,0.00%,0,$0.00 ,20181014
Sylva,mobile,2,0,3,33.33%,2.67,0:03:48,0.00%,0,$0.00 ,20181014
Cincinnati,mobile,2,0,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181014
Ashburn,desktop,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181014
Blacksburg,mobile,2,2,2,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181014
(not set),desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181014
Jasper,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181014
Surprise,tablet,1,0,2,50.00%,1.5,0:00:08,0.00%,0,$0.00 ,20181014
Corona,desktop,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181014
Middletown,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181014
Clayton,desktop,1,0,1,0.00%,10,0:20:14,0.00%,0,$0.00 ,20181014
Miami,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181014
Perry,mobile,1,0,1,0.00%,2,0:24:00,0.00%,0,$0.00 ,20181014
Tampa,mobile,1,1,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181014
Atlanta,desktop,1,0,2,0.00%,3.5,0:02:32,0.00%,0,$0.00 ,20181014
Columbus,desktop,1,0,1,100.00%,1,0:00:00,0.00%,0,$0.00 ,20181014
Marietta,desktop,1,0,2,0.00%,2,0:00:08,0.00%,0,$0.00 ,20181014
Marietta,mobile,1,0,1,0.00%,6,0:17:31,0.00%,0,$0.00 ,20181014
Newnan,mobile,1,0,1,0.00%,6,0:04:35,0.00%,0,$0.00 ,20181014
Richmond Hill,mobile,1,1,1,0.00%,2,0:00:05,0.00%,0,$0.00 ,20181014
Chicago,desktop,1,1,1,0.00%,2,0:00:16,0.00%,0,$0.00 ,20181014
Kenner,mobile,1,0,1,0.00%,2,0:00:03,0.00%,0,$0.00 ,20181014
